Text,True_Sentiment,Logistic_Regression_Guess,VADER_Guess
"I enjoyed this tea very much.  For the reviewer that was disappointed about it being decaffeinated, all Rooibos tea is naturally that way.  It's drank by many people for that reason, including expectant mothers.  I'm sorry you had an unpleasant experience because of it :(",Positive,Negative,Negative
"I have ordered Breakfast Blend over the last three years.  The last order I received through Amazon was just awful! Bitter, burnt, undrinkable.....what are they doing to my once favorite coffee??",Negative,Positive,Negative
"The BBQ sauce was delivered as promised. I tried it out on a nice steak. It has a nice flavor, but it is not at all hot. I would rate it mild to medium at best. The flavor makes up for the lack of a kick. I have used it now on chicken and salmon with great results. I also tried mixing it in with a wild rice blend and that was delicious! If you only care about spicyness this may not be the sauce for you, but if great flavor is your thing...this sauce is a winner!",Positive,Positive,Positive
My 10 year old saint bernard is moving around like he did when he was a puppy!  I see a very notable difference in him since he started eating the Breeders choice active care foods!  I couldn't be more pleased!,Positive,Positive,Positive
"This tea is spiced with other spices than bergamont and while the tea seems of good quality its taste it unlike an Earl Grey.  It tastes almost sweet and more like an herbal than a black tea.  If you are looking for an Earl Grey, this certainly is not it.",Negative,Positive,Positive
"GoNaturally Organic Gluten Free Candy is really amazing candy.  It's not made with any corn syrups nor does it have any artificial coloring or added chemicals that I don't want to put in my body.  They taste heavenly and the company has really gone out of it's way to make a healthier alternative for your sweet tooth, while making it still taste phenomenal.  They are a huge hit in my office as well, and they fly out the door pretty quickly.  I have a throat affliction and my throat gets very dry at time, but these help keep my mouth moist without doing much damage to my teeth or my waistline.  The flavors are all really yummy, from the tart to the sweet, and everyone has a favorite.  I don't feel bad about giving these to my children either and they love them.  The Ginger candy they make is superb as well, if you like a lighter ginger flavor.  Great as an alternative to mints for freshening breath after a meal when you don't have anywhere to brush.  The company seems to have a good handle on what consumers want and they genuinely focus on making healthier sweet things for eco-conscious people and people with allergies.  Just wonderful.",Positive,Positive,Positive
"Came upon these bad boys in a vending machine, now I am an addict, thanks Herrs. They taste exactly like jalapeno popper, but puffs melt in your mouth. Herrs needs to work on distributors, cant find in store (Ohio), and shipping cost is ridiculus.",Positive,Positive,Positive
"This is very good honey. Rich, creamy, with a floral flavor. You almost get the flavor of honeycomb with out the waxy feel in your mouth. Some honey tastes strong, this honey just has a lot of flavor. I bought this to put in my tea but so far I have just been enjoying it plain.",Positive,Positive,Positive
"I have tried a bunch of coconut waters. This one is in the top three for strait coconut water. Its so refreshing that my body craves it after a good workout or a long night of drinking.  I recommend this to all my friends.<br /><br />If ts your first time drinking any coconut water, the flavor will grow on you. I wasn't big on it at first but now it's one of my favorite drinks.<br /><br />You'll be happy when you read the ingredience list. It's refreshing that it's all words you can pronounce.",Positive,Positive,Positive
"I have read many reviews on this subject and was having the same problem  Coffee backs up, grouunds in coffee, stops short.  It appears the problem is the way the coffee settles into the pod and obstructs the flow of water through it.  I have found that if I give a gentle shake to the pod, to lossen the coffee inside, it eliminates the problem. Maybe I am just lucky, but I had maybe 20-30 bad pods over six months time. After I started shaking the pods to make sure the coffee was loose and not packed, no more problems. I enjoy this brand very much and should give it five stars.",Positive,Positive,Positive
"These are a pretty spicy. The taste is very similar to the ""Flamming Cheetto's"" but with the tangy taste of lemon.",Positive,Positive,Positive
"The shipment came quickly! More than enough time for Christmas. My mother-in-law loved the box of teas. We tried some while she was still here, and they were delicious. Thank you for a nice product and good service.",Positive,Positive,Positive
"I would never order this from Amazon again, although I will buy this cake mix again.  The mix itself was great.  HOWEVER...<br /><br />I ordered this for my daughter's birthday party with her grandparents.  When we arrived and I opened the package, I realized that instead of the package of six, we had ONE. (We had ordered some other mixes, so it wasn't obvious until I opened the box.)  Twenty minutes on the phone with someone who spoke decent English with a slight Indian accent was supposed to get us a new box of six cake mixes.  The cake mixes arrived two days later than expected, toward the end of our trip.  (Could have been T.S. Faye woes?) The even bigger problem?  We received the gluten free mix, which is okay I guess (doesn't taste as good) but not at all what I ordered.  I didn't really want to mess with it after that.  I bought these to save a little money over the huge price in our grocery store, but I spent WAY more, when you consider that I only received one box of the product I ordered.<br /><br />P.S. - the cake mix itself is excellent.",Neutral,Positive,Positive
